"","complnum","date","code1","offense_desc1","code2","offense_desc2","crimesuccess","crimelevel","jurisdic","loc_desc","premise_type","park","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"3548",434588571,"01/13/2016",112,"THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.747266257,-73.9914914,"(40.747266257, -73.9914914)","2016","12","01"
"3549",542255766,"01/13/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.871021844,-73.914420772,"(40.871021844, -73.914420772)","2016","12","01"
"3550",659680521,"01/13/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","GYM/FITNESS FACILITY",NA,40.777194771,-73.955179044,"(40.777194771, -73.955179044)","2016","12","01"
"3551",558410686,"01/13/2016",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","STREET",NA,40.729282053,-73.985619811,"(40.729282053, -73.985619811)","2016","12","01"
"3552",918036569,"01/13/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.775127381,-73.984194587,"(40.775127381, -73.984194587)","2016","12","01"
"3553",583871779,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.759738401,-73.99168473,"(40.759738401, -73.99168473)","2016","12","01"
"3554",131557891,"01/12/2016",105,"ROBBERY",377,"ROBBERY,BODEGA/CONVENIENCE STORE","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","GROCERY/BODEGA",NA,40.712997905,-74.009463017,"(40.712997905, -74.009463017)","2016","12","01"
"3555",370200700,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.756644557,-73.986285275,"(40.756644557, -73.986285275)","2016","12","01"
"3556",970805947,"01/12/2016",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DRUG STORE",NA,40.766508632,-73.982362725,"(40.766508632, -73.982362725)","2016","12","01"
"3557",407123349,"01/12/2016",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.76228795,-73.962484533,"(40.76228795, -73.962484533)","2016","12","01"
"3558",406984765,"01/12/2016",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.726335071,-73.974804027,"(40.726335071, -73.974804027)","2016","12","01"
"3559",391038425,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.760336849,-73.993106885,"(40.760336849, -73.993106885)","2016","12","01"
"3560",456239806,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.798841208,-73.952018585,"(40.798841208, -73.952018585)","2016","12","01"
"3561",576921925,"01/12/2016",359,"OFFENSES AGAINST PUBLIC ADMINI",748,"CONTEMPT,CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","FRONT OF","RESIDENCE - PUBLIC HOUSING",NA,40.800485277,-73.935146227,"(40.800485277, -73.935146227)","2016","12","01"
"3562",531447780,"01/12/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.861948368,-73.927136388,"(40.861948368, -73.927136388)","2016","12","01"
"3563",414389407,"01/12/2016",359,"OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.800485277,-73.935146227,"(40.800485277, -73.935146227)","2016","12","01"
"3564",185888347,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","OPPOSITE OF","RESIDENCE - PUBLIC HOUSING",NA,40.829884885,-73.936761711,"(40.829884885, -73.936761711)","2016","12","01"
"3565",921250956,"01/12/2016",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.80863225,-73.953492586,"(40.80863225, -73.953492586)","2016","12","01"
"3566",912662094,"01/12/2016",107,"BURGLARY",233,"BURGLARY,TRUCK NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.757264814,-73.985823124,"(40.757264814, -73.985823124)","2016","12","01"
"3567",132963806,"01/12/2016",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.821236836,-73.943092722,"(40.821236836, -73.943092722)","2016","12","01"
"3568",668944783,"01/12/2016",236,"DANGEROUS WEAPONS",782,"WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.835407739,-73.948815692,"(40.835407739, -73.948815692)","2016","12","01"
"3569",400520658,"01/12/2016",118,"DANGEROUS WEAPONS",793,"WEAPONS POSSESSION 3","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"STREET",NA,40.77287456,-73.989542123,"(40.77287456, -73.989542123)","2016","12","01"
"3570",400850452,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.728736622,-74.005294395,"(40.728736622, -74.005294395)","2016","12","01"
"3571",381510890,"01/12/2016",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.810877241,-73.941064151,"(40.810877241, -73.941064151)","2016","12","01"
"3572",358416122,"01/12/2016",106,"FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.860514534,-73.92978787,"(40.860514534, -73.92978787)","2016","12","01"
"3573",202621695,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.862420176,-73.922493874,"(40.862420176, -73.922493874)","2016","12","01"
"3574",979692920,"01/12/2016",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT",NA,"PARK/PLAYGROUND","MORNINGSIDE PARK",40.803902149,-73.958206047,"(40.803902149, -73.958206047)","2016","12","01"
"3575",520084081,"01/12/2016",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.759172699,-73.988392793,"(40.759172699, -73.988392793)","2016","12","01"
"3576",861610325,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.805418637,-73.954647112,"(40.805418637, -73.954647112)","2016","12","01"
"3577",629860297,"01/12/2016",117,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.758228573,-73.989071565,"(40.758228573, -73.989071565)","2016","12","01"
"3578",985675082,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.764535539,-73.970728388,"(40.764535539, -73.970728388)","2016","12","01"
"3579",374544373,"01/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.711842747,-73.999128529,"(40.711842747, -73.999128529)","2016","12","01"
"3580",549008879,"01/12/2016",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.806298966,-73.952833181,"(40.806298966, -73.952833181)","2016","12","01"
"3581",667259330,"01/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.731714801,-74.000957613,"(40.731714801, -74.000957613)","2016","12","01"
"3582",920851640,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.742237852,-73.991192516,"(40.742237852, -73.991192516)","2016","12","01"
"3583",102434405,"01/12/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","OTHER",NA,40.730254595,-73.999745274,"(40.730254595, -73.999745274)","2016","12","01"
"3584",400912059,"01/12/2016",113,"FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.775888936,-73.950107082,"(40.775888936, -73.950107082)","2016","12","01"
"3585",505355075,"01/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.797612109,-73.941321493,"(40.797612109, -73.941321493)","2016","12","01"
"3586",802342324,"01/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESTAURANT/DINER",NA,40.79605784,-73.967052307,"(40.79605784, -73.967052307)","2016","12","01"
"3587",646390372,"01/12/2016",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.788721243,-73.939996774,"(40.788721243, -73.939996774)","2016","12","01"
"3588",974532721,"01/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.72071779,-73.981310607,"(40.72071779, -73.981310607)","2016","12","01"
"3589",524974448,"01/12/2016",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","STREET",NA,40.758514171,-73.990721114,"(40.758514171, -73.990721114)","2016","12","01"
"3590",660865398,"01/12/2016",359,"OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.72071779,-73.981310607,"(40.72071779, -73.981310607)","2016","12","01"
"3591",165798359,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.75012867,-73.987531779,"(40.75012867, -73.987531779)","2016","12","01"
"3592",942065380,"01/12/2016",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"SMALL MERCHANT",NA,40.810182058,-73.951168716,"(40.810182058, -73.951168716)","2016","12","01"
"3593",876091804,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.749681321,-73.987957741,"(40.749681321, -73.987957741)","2016","12","01"
"3594",543573401,"01/12/2016",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.820263678,-73.945615407,"(40.820263678, -73.945615407)","2016","12","01"
"3595",388050624,"01/12/2016",236,"DANGEROUS WEAPONS",782,"WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.820263678,-73.945615407,"(40.820263678, -73.945615407)","2016","12","01"
"3596",254668491,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","OPPOSITE OF","PARK/PLAYGROUND","MATTHEWS - PALMER PLAYGROUND",40.760962623,-73.992651992,"(40.760962623, -73.992651992)","2016","12","01"
"3597",169207004,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.729388887,-73.9840106,"(40.729388887, -73.9840106)","2016","12","01"
"3598",678846269,"01/12/2016",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.750411107,-73.985236286,"(40.750411107, -73.985236286)","2016","12","01"
"3599",682752033,"01/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.859985428,-73.922196656,"(40.859985428, -73.922196656)","2016","12","01"
"3600",881453422,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.802620306,-73.951087574,"(40.802620306, -73.951087574)","2016","12","01"
"3601",214559972,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","REAR OF","RESIDENCE - APT. HOUSE",NA,40.758110896,-73.993724356,"(40.758110896, -73.993724356)","2016","12","01"
"3602",275967684,"01/12/2016",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.798500915,-73.945940189,"(40.798500915, -73.945940189)","2016","12","01"
"3603",493856423,"01/12/2016",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.810217695,-73.939496942,"(40.810217695, -73.939496942)","2016","12","01"
"3604",222922358,"01/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.757317199,-73.98788056,"(40.757317199, -73.98788056)","2016","12","01"
"3605",655525441,"01/12/2016",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.713085157,-73.985060587,"(40.713085157, -73.985060587)","2016","12","01"
"3606",242762427,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.724441186,-73.998186736,"(40.724441186, -73.998186736)","2016","12","01"
"3607",280135521,"01/12/2016",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.804050125,-73.957552165,"(40.804050125, -73.957552165)","2016","12","01"
"3608",830263671,"01/12/2016",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.86892531,-73.922790005,"(40.86892531, -73.922790005)","2016","12","01"
"3609",177661744,"01/12/2016",351,"CRIMINAL MISCHIEF & RELATED OF",256,"MISCHIEF, CRIMINAL 4, BY FIRE","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.845849036,-73.93350084,"(40.845849036, -73.93350084)","2016","12","01"
"3610",539579755,"01/12/2016",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","INSIDE","RESIDENCE - PUBLIC HOUSING",NA,40.798963998,-73.95031372,"(40.798963998, -73.95031372)","2016","12","01"
"3611",307779232,"01/12/2016",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.734345608,-73.981934631,"(40.734345608, -73.981934631)","2016","12","01"
"3612",501707788,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.749165447,-73.972694889,"(40.749165447, -73.972694889)","2016","12","01"
"3613",435935477,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","STORE UNCLASSIFIED",NA,40.735120728,-73.991456867,"(40.735120728, -73.991456867)","2016","12","01"
"3614",233256120,"01/12/2016",341,"PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.719404551,-74.001884563,"(40.719404551, -74.001884563)","2016","12","01"
"3615",661552227,"01/12/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.746275695,-73.997781939,"(40.746275695, -73.997781939)","2016","12","01"
"3616",717495442,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.791594778,-73.966599479,"(40.791594778, -73.966599479)","2016","12","01"
"3617",382727472,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DRUG STORE",NA,40.715832817,-73.986293671,"(40.715832817, -73.986293671)","2016","12","01"
"3618",241713277,"01/12/2016",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.763320339,-73.973717904,"(40.763320339, -73.973717904)","2016","12","01"
"3619",535791358,"01/12/2016",109,"GRAND LARCENY",404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.810772767,-73.95259159,"(40.810772767, -73.95259159)","2016","12","01"
"3620",133279544,"01/12/2016",109,"GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","PUBLIC SCHOOL",NA,40.785431303,-73.941938889,"(40.785431303, -73.941938889)","2016","12","01"
"3621",215166269,"01/12/2016",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.789295058,-73.94031405,"(40.789295058, -73.94031405)","2016","12","01"
"3622",593246065,"01/12/2016",230,"JOSTLING",464,"JOSTLING","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.762234771,-73.968188083,"(40.762234771, -73.968188083)","2016","12","01"
"3623",624653793,"01/12/2016",107,"BURGLARY",211,"BURGLARY,COMMERCIAL,DAY","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CLOTHING/BOUTIQUE",NA,40.76187469,-73.966358084,"(40.76187469, -73.966358084)","2016","12","01"
"3624",671430078,"01/12/2016",113,"FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.724243555,-73.99778628,"(40.724243555, -73.99778628)","2016","12","01"
"3625",369283603,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.808374136,-73.946885823,"(40.808374136, -73.946885823)","2016","12","01"
"3626",736330413,"01/12/2016",116,"SEX CRIMES",177,"SEXUAL ABUSE","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,NA,NA,NA,"2016","12","01"
"3627",471151946,"01/12/2016",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","DEPARTMENT STORE",NA,40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2016","12","01"
"3628",940211417,"01/12/2016",109,"GRAND LARCENY",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","INSIDE","CHAIN STORE",NA,40.714430898,-74.006101278,"(40.714430898, -74.006101278)","2016","12","01"
"3629",973814842,"01/12/2016",235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","REAR OF","RESIDENCE - PUBLIC HOUSING",NA,40.71059299,-73.985663519,"(40.71059299, -73.985663519)","2016","12","01"
"3630",126938355,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.816040886,-73.948516277,"(40.816040886, -73.948516277)","2016","12","01"
"3631",234685041,"01/12/2016",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","RESIDENCE - APT. HOUSE",NA,40.821816961,-73.951243279,"(40.821816961, -73.951243279)","2016","12","01"
"3632",106638873,"01/12/2016",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","DRUG STORE",NA,40.766508632,-73.982362725,"(40.766508632, -73.982362725)","2016","12","01"
"3633",884371276,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","COMMERCIAL BUILDING",NA,40.752533054,-73.987401394,"(40.752533054, -73.987401394)","2016","12","01"
"3634",295765868,"01/12/2016",109,"GRAND LARCENY",419,"LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.731651267,-73.990302699,"(40.731651267, -73.990302699)","2016","12","01"
"3635",936383418,"01/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","OTHER","INSIDE","OTHER",NA,40.710783222,-73.996632474,"(40.710783222, -73.996632474)","2016","12","01"
"3636",948595375,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","INSIDE","GYM/FITNESS FACILITY",NA,40.810476043,-73.951880151,"(40.810476043, -73.951880151)","2016","12","01"
"3637",838573975,"01/12/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT",NA,"STREET",NA,40.85556546,-73.929171333,"(40.85556546, -73.929171333)","2016","12","01"
"3638",861555114,"01/12/2016",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT",NA,"STREET",NA,40.85556546,-73.929171333,"(40.85556546, -73.929171333)","2016","12","01"
"3639",966178899,"01/12/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","FAST FOOD",NA,40.743511609,-73.994227355,"(40.743511609, -73.994227355)","2016","12","01"
"3640",430704787,"01/12/2016",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.852728692,-73.931245597,"(40.852728692, -73.931245597)","2016","12","01"
"3641",680068788,"01/12/2016",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.810772767,-73.95259159,"(40.810772767, -73.95259159)","2016","12","01"
"3642",188169746,"01/12/2016",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. TRANSIT POLICE",NA,"TRANSIT - NYC SUBWAY",NA,40.762234771,-73.968188083,"(40.762234771, -73.968188083)","2016","12","01"
"3643",218398309,"01/12/2016",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","INSIDE","FAST FOOD",NA,40.736690946,-73.995231092,"(40.736690946, -73.995231092)","2016","12","01"
"3644",342230954,"01/12/2016",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","FRONT OF","STREET",NA,40.722135555,-73.996696839,"(40.722135555, -73.996696839)","2016","12","01"
